"Geography (17,21)",2012,2013
"British Columbia [59]  (16,23)",94.96,88.5
"British Columbia [59]  (16,23)",-1.87,-6.8
"British Columbia [59]  (16,23)",91.01,80.42
"British Columbia [59]  (16,23)",-5.24,-11.64
"British Columbia [59]  (16,23)",96.2,91.25
"British Columbia [59]  (16,23)",-0.65,-5.15
"British Columbia [59]  (16,23)",57.15,51.05
"British Columbia [59]  (16,23)",-5.22,-10.67
"British Columbia [59]  (16,23)",54.77,54.21
"British Columbia [59]  (16,23)",-6.81,-1.02
"British Columbia [59]  (16,23)",58.59,48.58
"British Columbia [59]  (16,23)",-4.14,-17.08
"British Columbia [59]  (16,23)",29.65,30.36
"British Columbia [59]  (16,23)",-3.58,2.39
"British Columbia [59]  (16,23)",49.42,51.83
"British Columbia [59]  (16,23)",-0.56,4.88
"British Columbia [59]  (16,23)",22.85,23.48
"British Columbia [59]  (16,23)",-4.43,2.76
